Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Industry (including construction), value added per worker (constant 2010 US$)",NV.IND.EMPL.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Australia,AUS,7.33302195235869,4.45743514797225,3.30385015608744,1.76278015613193,2.44988864142539,2.48792270531403,1.50836672165921,1.27699094497328,1.94864740944522,1.91140094445692,1.61076787290379,0.846905537459293
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Australia,AUS,6.09448152169018,2.57970207133384,6.25276038134632,1.85652680980475,-0.124199304266909,1.47957310768999,-0.549659411148838,-0.533000346373001,3.73475009256552,1.88561599646955,3.39810447050677,1.96803686268629
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,Australia,AUS,6.09448152169018,2.57970207133384,6.25276038134632,1.85652680980475,-0.124199304266909,1.47957310768999,-0.549659411148838,-0.533000346373001,3.73475009256552,1.88561599646955,3.39810447050677,1.96803686268629
Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,Australia,AUS,5.74022998327902,5.5963852889978,3.70146942466307,4.6308035883331,5.94168369201156,6.34733561067523,6.40548436380703,5.39414691235552,5.72346034805217,5.8701122431172,5.89002742010186,7.66129200516883
Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,Australia,AUS,5.67993720105425,5.326640228689,3.06376988845818,2.9212038262544,3.29876455935892,4.19943046531678,4.60037419934677,3.86836069508545,4.1856203777887,3.60210262286637,3.95526694428545,6.82553579295675
"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,Australia,AUS,5.53635125363903,5.46122312328773,3.63701087438821,4.5495502104362,5.8398269691295,6.24680023413009,6.31425498592069,5.31862845720163,5.64641475682595,5.79566902203223,5.82074491820417,7.55725597195227
"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,Australia,AUS,5.52547636979743,5.22214310371244,3.01765233305875,2.87651997381734,3.24783786873981,4.1355797395307,4.53632579646667,3.8085364944958,4.11948901760655,3.54357080547372,3.88698417803853,6.60339145610957
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Australia,AUS,2.2051106683,1.9061225182,1.1003637323,1.0609523222,1.0535408605,1.0298169731,0.9861067998,0.93559210822,0.82571952813,0.89163240342,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Australia,AUS,1.6224763292,1.4293688163,0.79845504272,0.72403716143,0.80687491765,0.79451903579,0.70447853749,0.65695867878,0.49673522767,0.65606408434,..,..
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,Australia,AUS,2.7912203819,2.3851079212,1.4024207202,1.3985462636,1.3011602644,1.2664286178,1.2696665848,1.2163452978,1.1573192013,1.1129594123,..,..
Interest payments (% of expense),GC.XPN.INTP.ZS,Australia,AUS,8.34078990587729,6.56836208574856,2.71085235792905,3.31370638148059,3.2801554366377,3.26088768344577,3.53098149277079,3.6133159578249,3.56481412254262,3.67762419846917,3.52469404651199,..
Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,Australia,AUS,7.44771228609572,6.09310644148369,3.09609125060779,3.68647507251477,3.46491146553807,3.50905964683905,3.85096907733802,3.91562689998135,3.80461669991451,3.70582027355661,3.49483439122459,..
Interest payments (current LCU),GC.XPN.INTP.CN,Australia,AUS,7364000000,10459000000,9997000000,12989000000,13050000000,13694000000,15349000000,16165000000,16688000000,17768000000,17966000000,..
"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,Australia,AUS,0.527048022598899,2.80967514124294,3.4,3.05833333333333,2.92916666666667,3.04583333333333,3.27083333333333,3.27916666666666,3.23716666666667,3.28166666666666,3.54266666666667,..
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS,Australia,AUS,..,..,10000,16000,13000,1200,5700,3200,31000,11000,25000,51000
"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Australia,AUS,23.1341364316472,22.9559448399982,..,..,..,..,28.2184096915625,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Australia,AUS,3955213,4386250,..,..,..,..,6763663,..,..,..,..,..
"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,Australia,AUS,..,10.2698524856961,10.9016287438307,10.5647841707277,11.1850592516106,11.6456342568167,12.577842439378,13.676229017858,13.7149680150395,13.6800416235481,14.0220814854779,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Australia,AUS,..,9065000000,33967000000,35226000000,35197000000,35666000000,34071000000,35718000000,39710000000,42439000000,41430000000,..
"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,Australia,AUS,..,2677000000,6596000000,7148000000,6622000000,5543000000,4881000000,4879000000,5240000000,5486000000,5378000000,..
"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,Australia,AUS,..,6388000000,27371000000,28078000000,28575000000,30123000000,29190000000,30839000000,34470000000,36953000000,36052000000,..
"International tourism, number of arrivals",ST.INT.ARVL,Australia,AUS,..,4931000,5771000,6032000,6482000,6922000,7449000,8269000,8815000,9246000,9466000,..
"International tourism, number of departures",ST.INT.DPRT,Australia,AUS,..,3498000,7788000,8212000,9052000,9480000,9810000,10390000,10932000,11403000,11624000,..
"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,Australia,AUS,..,13.8041313058601,10.5864593592968,10.9418376907616,10.7040396518218,12.0251535340191,14.9107643129797,15.5656443582353,14.8193746993199,14.4589635778278,14.0036845250919,..
"International tourism, receipts (current US$)",ST.INT.RCPT.CD,Australia,AUS,..,11594000000,34315000000,34137000000,32889000000,35736000000,36249000000,39059000000,43975000000,47327000000,47953000000,..
"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,Australia,AUS,..,2219000000,2733000000,2580000000,2272000000,2167000000,1980000000,2040000000,2228000000,2229000000,2224000000,..
"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,Australia,AUS,..,9375000000,31582000000,31557000000,30617000000,33569000000,34269000000,37019000000,41747000000,45098000000,45729000000,..
Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Australia,AUS,68.89,68.45,67.44,66.71,66.18,66.16,66.63,66.21,66.11,67.2,67.58,..
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,Australia,AUS,68.86,68.45,67.47,66.78,66.26,66.24,66.71,66.36,66.35,67.53,67.96,66.48
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Australia,AUS,75.39,71.81,68.82,68.22,67.35,66.9,67.86,67.16,67.21,67.76,67.69,..
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,Australia,AUS,75.27,71.86,68.78,68.23,67.37,66.88,67.8,67.2,67.41,68.13,68.25,65.92
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,Australia,AUS,72.2,70.16,68.15,67.49,66.78,66.54,67.26,66.7,66.67,67.49,67.64,..
"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,Australia,AUS,72.1,70.18,68.14,67.52,66.82,66.56,67.26,66.79,66.89,67.84,68.11,66.19
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Australia,AUS,52.32,54.63,59.03,58.91,58.8,58.76,59.19,59.35,59.79,60.38,60.82,..
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,Australia,AUS,52.25,54.51,58.86,58.77,58.68,58.65,59.11,59.34,59.85,60.49,60.96,60.22
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Australia,AUS,61.9,65.33,70.44,70.35,70.42,70.54,71.27,71.64,72.34,73.18,73.82,..
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,Australia,AUS,75.79,72.34,72.32,71.85,71.5,71.08,71.24,70.76,70.8,71.04,71.16,..
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,Australia,AUS,75.59,72.09,72.17,71.73,71.39,70.95,71.09,70.6,70.69,70.96,71.12,70.04
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,Australia,AUS,85.08,82.45,82.77,82.4,82.33,82.12,82.73,82.4,82.68,82.95,83.2,..
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,Australia,AUS,63.92,63.37,65.63,65.33,65.1,64.86,65.15,64.99,65.23,65.65,65.93,64.89
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,Australia,AUS,63.75,63.14,65.42,65.15,64.94,64.7,65,64.87,65.17,65.63,65.95,65.04
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Australia,AUS,73.62,73.95,76.65,76.41,76.4,76.34,77.01,77.02,77.51,78.07,78.51,..
Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,Australia,AUS,..,..,86.6399993896484,86.8600006103516,82.5800018310547,..,..,..,..,..,..,..
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,Australia,AUS,..,..,82.2900009155273,82.4400024414063,78.25,..,..,..,..,..,..,..
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,Australia,AUS,..,..,92.1100006103516,92.2399978637695,88.0299987792969,..,..,..,..,..,..,..
Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,Australia,AUS,..,..,64.7799987792969,65.4400024414063,52.1399993896484,..,..,..,..,..,..,..
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,Australia,AUS,..,..,56.8899993896484,57.8800010681152,44.4300003051758,..,..,..,..,..,..,..
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,Australia,AUS,..,..,72.9599990844727,73.3600006103516,60.5400009155273,..,..,..,..,..,..,..
Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,Australia,AUS,..,..,82.5199966430664,81.9700012207031,76.1399993896484,..,..,..,..,..,..,..
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,Australia,AUS,..,..,74.6600036621094,74.4800033569336,69.3300018310547,..,..,..,..,..,..,..
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,Australia,AUS,..,..,88.879997253418,87.8899993896484,81.3600006103516,..,..,..,..,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Australia,AUS,41.3867583158244,43.6364219532771,45.2848956840696,45.4355597731855,45.5565097836964,45.7403895651126,45.9090823133663,46.161210624569,46.3398683551227,46.5003995878571,46.6416050867847,..
"Labor force, total",SL.TLF.TOTL.IN,Australia,AUS,8498496,9602703,11870766,12032034,12207656,12351106,12585538,12742051,12988276,13253656,13500080,13452598
Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,Australia,AUS,..,..,20.5,20.4,20.8,20.9,21.1,21.1,21.1,21.1,21,..
Land area (sq. km),AG.LND.TOTL.K2,Australia,AUS,7682300,7682300,7682300,7682300,7682300,7682300,7682300,7692020,7692020,7692020,..,..
Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,Australia,AUS,0.600587901,0.600587901,..,..,..,..,..,..,..,..,..,..
Land under cereal production (hectares),AG.LND.CREL.HA,Australia,AUS,13428753,17554290,19057341,19431383,18381762,17970210,18346326,16976392,18714853,16635179,..,..
"Lead time to export, median case (days)",LP.EXP.DURS.MD,Australia,AUS,..,..,..,4,..,2,..,1,..,1,..,..
"Lead time to import, median case (days)",LP.IMP.DURS.MD,Australia,AUS,..,..,..,3,..,2,..,2,..,1,..,..
Lending interest rate (%),FR.INR.LEND,Australia,AUS,16.3541666666667,7.71666666666667,7.7375,6.975,6.17916666666667,5.95,5.575,5.42083333333333,5.2455,5.26083333333333,5.101,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Australia,AUS,..,..,..,6.1997051334,..,..,..,..,6.4113389626,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Australia,AUS,80.16,82,84.2,84.3,84.3,84.4,84.5,84.6,84.6,84.9,85,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Australia,AUS,73.98,76.6,79.7,79.9,80.1,80.3,80.4,80.4,80.5,80.7,80.9,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Australia,AUS,76.9946341463415,79.2341463414634,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Australia,AUS,..,0.0118518740236549,0.0112193872283209,0.0110786596689646,0.01143826119239,0.0119536450606372,0.0122325468098453,0.0123346164679823,0.0122133845321732,..,..,..
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,Australia,AUS,..,8400,8900,9000,8700,8400,8200,8100,8200,..,..,..
Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,Australia,AUS,..,..,32.8886920021,31.0905407256,31.0239177053,34.1506133187,32.5461900488,33.5260933766,33.0161615665,34.108099923,34.3460110811,..
"Listed domestic companies, total",CM.MKT.LDOM.NO,Australia,AUS,1089,1333,1983,1959,1955,1967,1989,1969,2013,2004,1952,1902
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,Australia,AUS,83.6,91.16,86.21,88.27,94.87,100.67,102.18,97.15,90.97,95.31,..,..
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,Australia,AUS,..,..,..,3.79,..,3.814925,..,3.871699,..,3.82,..,..
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,Australia,AUS,..,..,..,3.75,..,3.748209,..,3.871699,..,3.71,..,..
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,Australia,AUS,..,..,..,3.4,..,3.518525,..,3.633604,..,3.25,..,..
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,Australia,AUS,..,..,..,3.6,..,3.853854,..,3.543957,..,3.87,..,..
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,Australia,AUS,..,..,..,4.05,..,4.002407,..,4.044528,..,3.98,..,..
Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,Australia,AUS,..,..,..,3.73,..,3.810776,..,3.793385,..,3.75,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Australia,AUS,..,..,..,3.83,..,3.99996,..,3.816468,..,3.97,..,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Australia,AUS,..,6.28821039999999,6.22299049999999,6.2534447,6.3099384,6.3970699,6.5194602,..,..,..,..,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Lower secondary school starting age (years),SE.SEC.AGES,Australia,AUS,12,12,12,12,12,12,12,12,12,12,12,12
Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,Australia,AUS,15.617237594593,14.8932512111007,15.5208628454752,10.5129990487305,16.7605112819037,15.9546985760638,16.7125572795241,18.9214488412423,17.9822190184418,17.8394035804169,..,..
"Mammal species, threatened",EN.MAM.THRD.NO,Australia,AUS,..,..,..,..,..,..,..,..,..,63,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Australia,AUS,15.5482008886696,23.7851795091422,11.5813510736132,12.3452845966052,11.7663617855116,11.9521259912803,13.7678547567683,13.7533178194281,11.7000862228336,11.3860355430748,11.1813862518594,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Australia,AUS,83.9922517764807,82.9292368156222,69.3737426977372,71.2574094627938,70.7834571701859,71.2399724458809,75.876975087625,77.3414048013068,72.3483457099381,72.7881083813597,73.5295121738388,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Australia,AUS,13.8268211756549,11.5937316137268,7.35157296724179,7.03014022400094,6.59796512025266,6.35821661151183,6.29028296794105,6.07768706712896,5.80031105822781,5.78715324360583,5.64439641928017,5.71969510002327
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Australia,AUS,-1.17830476836926,1.32598247102065,-0.254248061358524,0.907430222184473,-3.21817401042412,-1.07794433665967,-1.58836256178432,-2.4397654965325,-0.372826704285217,2.04948555981575,-0.694669694020973,-1.64493680648175
"Manufacturing, value added (constant 2010 US$)",NV.IND.MANF.KD,Australia,AUS,72313875782.2234,83443027597.769,91342086675.7761,92170952375.846,89204730741.3262,88243153398.2675,86841532186.3515,84722802447.4088,84406933215.266,86136841122.9962,85538474592.3278,84131420740.0555
"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,Australia,AUS,93177000000,107517000000,117695000000,118763000000,114941000000,113702000000,111896000000,109166000000,108759000000,110988000000,110217000000,108404000000
"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,Australia,AUS,55841000000,76653000000,104144000000,105414000000,101365000000,101638000000,102192000000,100933000000,102223000000,106979000000,110217000000,113561000000
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Australia,AUS,42971142747.2105,48139797776.8008,102675736961.451,108696638482.161,103996101364.522,93305792710.9153,85025376487.2286,73469937399.9127,77097066143.7514,82923029222.5409,78827778572.4503,76123474996.6483
Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,Australia,AUS,..,..,..,..,..,..,..,40.65344145,40.5594116036044,40.5594116036044,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Australia,AUS,34.7305484611004,89.7817988570072,85.7901042030266,89.6984354618802,86.6623265604466,87.8175570531676,87.8219081826861,104.9341656424,113.487502150228,88.1301460773251,106.518232516337,129.277555346679
Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,Australia,AUS,107935970000,372794350000,1198187410000,1386873960000,1365958130000,1288708340000,1187083450000,1268493506774.29,1508462800000,1262800270000,1487598500000,1720556180000
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Australia,AUS,..,7,6,6,6,6,6,6,6,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Australia,AUS,..,7,4,8,9,..,3,..,..,..,..,..
Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,Australia,AUS,23.7912850401803,40.0762526948595,17.4684010518158,19.6446447771602,17.1322808073125,17.8166589034236,21.7575027580663,21.8180222008308,19.7150677593975,20.6364079744356,..,..
Medium and high-tech Industry (including construction) (% manufacturing value added),NV.MNF.TECH.ZS.UN,Australia,AUS,28.4010166945873,27.2399041233047,29.6231889721471,30.9113554119389,30.8813858863179,30.6972947279228,29.4487097033524,29.4172710074097,29.6559940730061,28.1257419630562,..,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Australia,AUS,39752000000,63870000000,271733000000,256675000000,252981000000,239975000000,187684000000,192505000000,231131000000,257098000000,271005000000,250352000000
Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,Australia,AUS,38982471524,63520815435,270812000000,257502000000,253553000000,240644000000,188468000000,191287000000,229291000000,254692000000,272574000000,..
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,Australia,AUS,4.44390224907201,3.7411851339216,0.936704975038034,0.86633567855783,2.08604212176547,2.97608780065158,3.10333164515992,3.7455869745461,2.57339671901645,2.01850804304807,1.83842110326003,..
Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,Australia,AUS,3.42691741461415,4.49192895818498,2.71601195515708,2.79618687155828,3.429107734872,3.38349491364838,3.87703153638814,2.77799408375896,2.76098590568317,2.69140452703658,2.16558125866737,..
Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,Australia,AUS,77.734105973877,72.7689279119847,52.8387894059347,51.8289400113397,46.3695746506648,47.8157428799388,48.1854193401532,48.5784518817275,46.661811190147,47.4584712468393,46.4349128053299,..
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,Australia,AUS,11.5531979186692,15.664185996135,36.2819685619544,38.3346153396867,44.2783458700942,42.6234192437792,40.8420951058005,40.7908945861454,42.3265127179,43.1108726324345,45.9625765267414,..
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,Australia,AUS,0.28307642307869,0.55086021582651,0.656757357502622,0.686743843154616,0.706664766340765,0.501860634796629,0.5209918272598,0.45153635270562,0.688635201119974,0.37807060410221,0.371482310858703,..
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,Australia,AUS,0.920386445967379,1.05816323420439,1.22832738763423,0.978752274933787,0.574592234365202,0.697583202157544,0.89688265700278,0.952275411815753,0.686253813276579,0.636002806527099,0.460448090059947,..
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,Australia,AUS,2.82627506519692,1.96219579434623,0.628965165133007,0.671404886952334,0.764038671993627,0.683552076511361,0.553066177282085,0.395993868375791,0.437787895294626,0.412975240290233,0.282418565233661,..
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,Australia,AUS,1.79354119107638,2.57689284180393,6.32100896562929,5.50854157210429,4.10918893840735,3.79371031773076,4.90851331472717,4.27375348978237,5.722492137066,5.10124648084745,3.99184083148063,..
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,Australia,AUS,0.445514733062349,1.67758887177768,1.10747818117366,1.12466639327073,1.11155274636861,0.908043844434102,0.989699932614555,0.811507434901483,0.903110326179396,0.88385294591114,0.657899767035741,..
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,Australia,AUS,17.821991777051,23.4898869540937,46.2245056190272,47.3047243101025,51.5443832275698,49.2081693194096,48.7112490146868,47.6759611437264,50.7647920908365,50.5230207101126,51.72666609141,..
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,Australia,AUS,41985000000,71529000000,243701000000,260940000000,242140000000,237352000000,208501000000,196270000000,228780000000,235386000000,221564000000,208446000000
Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,Australia,AUS,43051390317,71574287690,248595000000,265750000000,246750000000,241428000000,212947000000,201105000000,227518000000,240911000000,226955000000,..
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,Australia,AUS,1.32263087913211,1.12841362179961,4.0923318288783,3.47619503857008,3.36605157608916,3.17064889449442,3.00729419057324,1.5560954342259,5.5770458794469,2.27979516211381,1.79193768191932,..
Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,Australia,AUS,2.95277220102327,2.4856177426528,2.75614007924536,2.47894558457197,2.63219296089159,1.64678753334327,1.51330327781091,1.55408212525795,1.39627520064347,1.90611680911208,1.90084828666476,..
Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,Australia,AUS,88.9137011329336,75.3063932965003,58.1972868525111,57.8712873350894,56.3674880632219,54.9283877545272,54.209480396061,54.303158142264,51.6413447362406,52.807210572369,53.3502043052587,..
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,Australia,AUS,7.23449848304575,20.215912428873,31.8407766692814,32.2693008165569,33.9754734990881,35.8007665014,37.1482401508357,38.2613308336441,36.8993658488559,38.8181272249918,38.9383613808905,..
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,Australia,AUS,0.0777097546502147,0.198739626464874,0.733413773808806,0.663461217309501,0.872028897669706,0.902051644796792,0.486653073299929,0.548493109072375,0.507000879490853,0.516493870765552,0.585972716617832,..
